From;To;Distance (km)
GLOGOW_1;POZNAN_MAL;127,08
GLOGOW_1;POZNAN_MAR;121,84
GLOGOW_1;POZNAN_PLA;126,93
GLOGOW_1;POZNAN_PLE;115,98
GLOGOW_1;POZNAN_PRO;119,87
GLOGOW_1;POZNAN_R;124,6
GLOGOW_1;POZNAN_T;126,28
GLOGOW_1;RADOM;432,78
GLOGOW_1;RZESZOW_1;542,64
GLOGOW_1;RZESZOW_2;544,63
GLOGOW_1;SIERADZ;208,62
GLOGOW_1;SUCHY_LAS;130,55
GLOGOW_1;SWARZEDZ;136,11
GLOGOW_1;SRODA_WLKP;115,33
GLOGOW_1;TORUN_1;279,88
GLOGOW_1;TORUN_2;280,53
GLOGOW_1;TORUN_3;283,69
GLOGOW_1;TRZCIANKA;185,41
GLOGOW_1;WARSZAWA_BL;396,24
GLOGOW_1;WARSZAWA_J;396,73
GLOGOW_1;WARSZAWA_TARCH;405,87
GLOGOW_1;WROCLAW_1;111,82
GLOGOW_1;WROCLAW_2;112,25
GLOGOW_1;WROCLAW_3;113,68
GLOGOW_1;WROCLAW_4;112,92
GLOGOW_1;WROCLAW_5;109,57
GLOGOW_1;ZLOTOW;259,82
GLOGOW_1;CHRZANOW;348,81
GLOGOW_1;KATOWICE;314,96
GLOGOW_1;BIELSKO_BIALA;370,03
GLOGOW_1;GDANSK_1;428,61
GLOGOW_1;GDANSK_2;418,64
GLOGOW_1;GDANSK_3;425,35
GLOGOW_1;STARGARD_SZCZECINSKI;263,11
GLOGOW_1;SZCZECIN_1;272,28
GLOGOW_1;SZCZECIN_2;268,18
GLOGOW_1;SZCZECIN_3;263,25
GLOGOW_1;TCZEW;398,46
GLOGOW_1;GRUDZIADZ_1;328,18
GLOGOW_1;GRUDZIADZ_2;342,81
GLOGOW_1;WARSZAWA_STAWKI;398,91
GLOGOW_1;JOZEFOSLAW;405,38
GLOGOW_1;GDANSK_4;419,36
GLOGOW_1;GDANSK_5;428,71
GLOGOW_1;OLSZTYN;456,65
GLOGOW_1;ZIELONA_GORA_1;61,28
GLOGOW_1;ZIELONA_GORA_2;61,14
GLOGOW_1;SLUBICE;176,15
GLOGOW_1;DREZDENKO;189,36
GLOGOW_1;STRZELCE_KRAJENSKIE;190,76
GLOGOW_1;GORZOW_1;165,91
GLOGOW_1;GORZOW_2;163,22
GLOGOW_1;PNIEWY;114,09
GLOGOW_1;PLOCK_1;317,26
GLOGOW_1;PLOCK_2;316,63
GLOGOW_1;PLOCK_3;316,63
GLOGOW_1;BRWINOW;380,5
GLOGOW_1;WARSZAWA_TARG;406,11
GLOGOW_1;WARSZAWA_UR;404,64
GLOGOW_1;TARNOWO_PODGORNE;137,42
GLOGOW_1;GNIEZNO;177,47
GLOGOW_1;GRUDZIADZ_3;328,03
GLOGOW_2;DC;121,19
GLOGOW_2;BIALYSTOK_1;594,25
GLOGOW_2;BIALYSTOK_2;591,13
GLOGOW_2;BYDGOSZCZ_1;260,36
GLOGOW_2;BYDGOSZCZ_2;271,07
GLOGOW_2;BYDGOSZCZ_3;263
GLOGOW_2;GLOGOW_1;2,53
GLOGOW_2;INOWROCLAW;240,66
GLOGOW_2;JAROCIN;117,51
GLOGOW_2;KALISZ_1;160,31
GLOGOW_2;KIELCE;416,83
GLOGOW_2;KONIN;193,31
GLOGOW_2;KOSZALIN;343,88
GLOGOW_2;LEGNICA;62,87
GLOGOW_2;LESZNO_1;50,24
GLOGOW_2;LESZNO_2;49,2
GLOGOW_2;LUBIN;37,54
GLOGOW_2;LUBON;120,16
GLOGOW_2;LODZ_1;290,8
GLOGOW_2;LODZ_2;303,1
GLOGOW_2;OBORNIKI_WLKP;165,14
GLOGOW_2;PABIANICE;268,95
GLOGOW_2;PILA_1;235,16
GLOGOW_2;PILA_2;235,75
GLOGOW_2;PIOTRKOW_TRYB;318,98
GLOGOW_2;POZNAN_Z;129,47
GLOGOW_2;POZNAN_B;128,08
GLOGOW_2;POZNAN_D;131,63
GLOGOW_2;POZNAN_GL;124,54
GLOGOW_2;POZNAN_GR;128,83
GLOGOW_2;POZNAN_H;127,64
GLOGOW_2;POZNAN_MAL;129,92
GLOGOW_2;POZNAN_MAR;124,68
GLOGOW_2;POZNAN_PLA;129,77
GLOGOW_2;POZNAN_PLE;118,82
GLOGOW_2;POZNAN_PRO;122,71
GLOGOW_2;POZNAN_R;127,44
GLOGOW_2;POZNAN_T;129,12
GLOGOW_2;RADOM;431,83
GLOGOW_2;RZESZOW_1;541,68
GLOGOW_2;RZESZOW_2;543,67
GLOGOW_2;SIERADZ;211,46
GLOGOW_2;SUCHY_LAS;133,39
GLOGOW_2;SWARZEDZ;138,95
GLOGOW_2;SRODA_WLKP;118,17
GLOGOW_2;TORUN_1;282,72
GLOGOW_2;TORUN_2;283,37
GLOGOW_2;TORUN_3;286,53
GLOGOW_2;TRZCIANKA;188,25
GLOGOW_2;WARSZAWA_BL;399,08
GLOGOW_2;WARSZAWA_J;399,57
GLOGOW_2;WARSZAWA_TARCH;408,71
GLOGOW_2;WROCLAW_1;110,86
GLOGOW_2;WROCLAW_2;111,3
GLOGOW_2;WROCLAW_3;112,73
GLOGOW_2;WROCLAW_4;111,97
GLOGOW_2;WROCLAW_5;108,61
GLOGOW_2;ZLOTOW;262,66
GLOGOW_2;CHRZANOW;347,85
GLOGOW_2;KATOWICE;314
GLOGOW_2;BIELSKO_BIALA;369,08
GLOGOW_2;GDANSK_1;431,45
GLOGOW_2;GDANSK_2;421,48
GLOGOW_2;GDANSK_3;428,19
GLOGOW_2;STARGARD_SZCZECINSKI;265,74
GLOGOW_2;SZCZECIN_1;274,91
GLOGOW_2;SZCZECIN_2;270,81
GLOGOW_2;SZCZECIN_3;265,89
GLOGOW_2;TCZEW;401,3
GLOGOW_2;GRUDZIADZ_1;331,02
GLOGOW_2;GRUDZIADZ_2;345,65
GLOGOW_2;WARSZAWA_STAWKI;401,75
GLOGOW_2;JOZEFOSLAW;408,22
GLOGOW_2;GDANSK_4;422,2
GLOGOW_2;GDANSK_5;431,55
GLOGOW_2;OLSZTYN;459,49
GLOGOW_2;ZIELONA_GORA_1;63,91
GLOGOW_2;ZIELONA_GORA_2;63,77
GLOGOW_2;SLUBICE;178,79
GLOGOW_2;DREZDENKO;192
GLOGOW_2;STRZELCE_KRAJENSKIE;193,39
GLOGOW_2;GORZOW_1;168,54
GLOGOW_2;GORZOW_2;165,85
GLOGOW_2;PNIEWY;116,93
GLOGOW_2;PLOCK_1;320,1
GLOGOW_2;PLOCK_2;319,47
GLOGOW_2;PLOCK_3;319,47
GLOGOW_2;BRWINOW;383,34
GLOGOW_2;WARSZAWA_TARG;408,95
GLOGOW_2;WARSZAWA_UR;407,48
GLOGOW_2;TARNOWO_PODGORNE;140,26
GLOGOW_2;GNIEZNO;180,31
GLOGOW_2;GRUDZIADZ_3;330,87
INOWROCLAW;DC;118,82
INOWROCLAW;BIALYSTOK_1;401,7
INOWROCLAW;BIALYSTOK_2;398,58
INOWROCLAW;BYDGOSZCZ_1;45,62
INOWROCLAW;BYDGOSZCZ_2;56,32
INOWROCLAW;BYDGOSZCZ_3;48,26
INOWROCLAW;GLOGOW_1;238,29
INOWROCLAW;GLOGOW_2;241,06
INOWROCLAW;JAROCIN;143,31
INOWROCLAW;KALISZ_1;129,45
INOWROCLAW;KIELCE;326,91
INOWROCLAW;KONIN;73,11
INOWROCLAW;KOSZALIN;239,17
INOWROCLAW;LEGNICA;272,03
INOWROCLAW;LESZNO_1;191,94
INOWROCLAW;LESZNO_2;194,3
INOWROCLAW;LUBIN;254,32
INOWROCLAW;LUBON;121,6
INOWROCLAW;LODZ_1;181,62
INOWROCLAW;LODZ_2;190,84
INOWROCLAW;OBORNIKI_WLKP;126,13
INOWROCLAW;PABIANICE;201,6
INOWROCLAW;PILA_1;133,91
INOWROCLAW;PILA_2;133,53
INOWROCLAW;PIOTRKOW_TRYB;224,66
INOWROCLAW;POZNAN_Z;118,19
INOWROCLAW;POZNAN_B;121,64
INOWROCLAW;POZNAN_D;119,49
INOWROCLAW;POZNAN_GL;126,68
INOWROCLAW;POZNAN_GR;115,2
INOWROCLAW;POZNAN_H;124,94
INOWROCLAW;POZNAN_MAL;120,33
INOWROCLAW;POZNAN_MAR;127,1
INOWROCLAW;POZNAN_PLA;116,4
INOWROCLAW;POZNAN_PLE;128,61
INOWROCLAW;POZNAN_PRO;126,57
INOWROCLAW;POZNAN_R;121,13
INOWROCLAW;POZNAN_T;131,53
INOWROCLAW;RADOM;327,24
INOWROCLAW;RZESZOW_1;514,94
INOWROCLAW;RZESZOW_2;522,84
INOWROCLAW;SIERADZ;163,67
INOWROCLAW;SUCHY_LAS;121,25
INOWROCLAW;SWARZEDZ;103,46
INOWROCLAW;SRODA_WLKP;110,54
INOWROCLAW;TORUN_1;43,03
INOWROCLAW;TORUN_2;43,68
INOWROCLAW;TORUN_3;46,83
INOWROCLAW;TRZCIANKA;157,26
INOWROCLAW;WARSZAWA_BL;264,53
INOWROCLAW;WARSZAWA_J;265,02
INOWROCLAW;WARSZAWA_TARCH;254,5
INOWROCLAW;WROCLAW_1;256,03
INOWROCLAW;WROCLAW_2;256,9
INOWROCLAW;WROCLAW_3;243,95
INOWROCLAW;WROCLAW_4;256,99
INOWROCLAW;WROCLAW_5;254,94
INOWROCLAW;ZLOTOW;134,44
INOWROCLAW;CHRZANOW;399,13
INOWROCLAW;KATOWICE;382,31
INOWROCLAW;BIELSKO_BIALA;431,06
INOWROCLAW;GDANSK_1;216,9
INOWROCLAW;GDANSK_2;206,94
INOWROCLAW;GDANSK_3;213,65
INOWROCLAW;STARGARD_SZCZECINSKI;266,54
INOWROCLAW;SZCZECIN_1;307,27
INOWROCLAW;SZCZECIN_2;303,66
INOWROCLAW;SZCZECIN_3;291,76
INOWROCLAW;TCZEW;186,76
INOWROCLAW;GRUDZIADZ_1;107,94
INOWROCLAW;GRUDZIADZ_2;105,95
INOWROCLAW;WARSZAWA_STAWKI;247,53
INOWROCLAW;JOZEFOSLAW;273,66
INOWROCLAW;GDANSK_4;207,66
INOWROCLAW;GDANSK_5;217,01
INOWROCLAW;OLSZTYN;219,8
INOWROCLAW;ZIELONA_GORA_1;267,28
INOWROCLAW;ZIELONA_GORA_2;267,95
INOWROCLAW;SLUBICE;286,09
INOWROCLAW;DREZDENKO;192,59
INOWROCLAW;STRZELCE_KRAJENSKIE;228,84
INOWROCLAW;GORZOW_1;278,12
INOWROCLAW;GORZOW_2;275,43
INOWROCLAW;PNIEWY;177,49
INOWROCLAW;PLOCK_1;122,72
INOWROCLAW;PLOCK_2;122,09
INOWROCLAW;PLOCK_3;122,09
INOWROCLAW;BRWINOW;248,79
INOWROCLAW;WARSZAWA_TARG;254,74
INOWROCLAW;WARSZAWA_UR;272,92
INOWROCLAW;TARNOWO_PODGORNE;146,63
INOWROCLAW;GNIEZNO;62,31
INOWROCLAW;GRUDZIADZ_3;106,87
JAROCIN;DC;61,14
JAROCIN;BIALYSTOK_1;474,1
JAROCIN;BIALYSTOK_2;470,98
JAROCIN;BYDGOSZCZ_1;162,27
JAROCIN;BYDGOSZCZ_2;172,98
JAROCIN;BYDGOSZCZ_3;164,91
JAROCIN;GLOGOW_1;115
JAROCIN;GLOGOW_2;117,77
JAROCIN;INOWROCLAW;142,57
JAROCIN;KALISZ_1;56,91
JAROCIN;KIELCE;299,15
JAROCIN;KONIN;78,3
JAROCIN;KOSZALIN;317,55
JAROCIN;LEGNICA;147,34
JAROCIN;LESZNO_1;70,22
JAROCIN;LESZNO_2;68,82
JAROCIN;LUBIN;129,63
JAROCIN;LUBON;75,71
JAROCIN;LODZ_1;170,64
JAROCIN;LODZ_2;182,94
JAROCIN;OBORNIKI_WLKP;107,71
JAROCIN;PABIANICE;165,51
JAROCIN;PILA_1;177,74
JAROCIN;PILA_2;178,32
JAROCIN;PIOTRKOW_TRYB;196,9
JAROCIN;POZNAN_Z;71,86
JAROCIN;POZNAN_B;75,31
JAROCIN;POZNAN_D;83,25
JAROCIN;POZNAN_GL;77,37
JAROCIN;POZNAN_GR;79,06
JAROCIN;POZNAN_H;79,05
JAROCIN;POZNAN_MAL;74
JAROCIN;POZNAN_MAR;81,21
JAROCIN;POZNAN_PLA;79,98
JAROCIN;POZNAN_PLE;82,73
JAROCIN;POZNAN_PRO;80,69
JAROCIN;POZNAN_R;74,8
JAROCIN;POZNAN_T;81,37
JAROCIN;RADOM;341,64
JAROCIN;RZESZOW_1;504,99
JAROCIN;RZESZOW_2;506,98
JAROCIN;SIERADZ;108,02
JAROCIN;SUCHY_LAS;85,02
JAROCIN;SWARZEDZ;74,94
JAROCIN;SRODA_WLKP;41,23
JAROCIN;TORUN_1;184,63
JAROCIN;TORUN_2;185,29
JAROCIN;TORUN_3;188,44
JAROCIN;TRZCIANKA;163,05
JAROCIN;WARSZAWA_BL;278,93
JAROCIN;WARSZAWA_J;279,42
JAROCIN;WARSZAWA_TARCH;288,56
JAROCIN;WROCLAW_1;115,39
JAROCIN;WROCLAW_2;116,25
JAROCIN;WROCLAW_3;113,72
JAROCIN;WROCLAW_4;116,35
JAROCIN;WROCLAW_5;114,3
JAROCIN;ZLOTOW;194,74
JAROCIN;CHRZANOW;293,98
JAROCIN;KATOWICE;261,11
JAROCIN;BIELSKO_BIALA;315,01
JAROCIN;GDANSK_1;333,36
JAROCIN;GDANSK_2;323,4
JAROCIN;GDANSK_3;330,11
JAROCIN;STARGARD_SZCZECINSKI;317,92
JAROCIN;SZCZECIN_1;338,6
JAROCIN;SZCZECIN_2;334,5
JAROCIN;SZCZECIN_3;329,58
JAROCIN;TCZEW;303,22
JAROCIN;GRUDZIADZ_1;232,93
JAROCIN;GRUDZIADZ_2;247,56
JAROCIN;WARSZAWA_STAWKI;281,59
JAROCIN;JOZEFOSLAW;288,06
JAROCIN;GDANSK_4;324,12
JAROCIN;GDANSK_5;333,47
JAROCIN;OLSZTYN;361,41
JAROCIN;ZIELONA_GORA_1;158,37
JAROCIN;ZIELONA_GORA_2;158,22
JAROCIN;SLUBICE;240,2
JAROCIN;DREZDENKO;199,67
JAROCIN;STRZELCE_KRAJENSKIE;221,46
JAROCIN;GORZOW_1;232,23
JAROCIN;GORZOW_2;229,54
JAROCIN;PNIEWY;131,6
JAROCIN;PLOCK_1;199,95
JAROCIN;PLOCK_2;199,31
JAROCIN;PLOCK_3;199,31
JAROCIN;BRWINOW;263,19
JAROCIN;WARSZAWA_TARG;288,8
JAROCIN;WARSZAWA_UR;287,32
JAROCIN;TARNOWO_PODGORNE;100,74
JAROCIN;GNIEZNO;80,42
JAROCIN;GRUDZIADZ_3;232,78
KALISZ_1;DC;105,08
KALISZ_1;BIALYSTOK_1;426,75
KALISZ_1;BIALYSTOK_2;423,63
KALISZ_1;BYDGOSZCZ_1;173,89
KALISZ_1;BYDGOSZCZ_2;184,59
KALISZ_1;BYDGOSZCZ_3;176,53
KALISZ_1;GLOGOW_1;157,15
KALISZ_1;GLOGOW_2;159,93
KALISZ_1;INOWROCLAW;129,23
KALISZ_1;JAROCIN;56,92
KALISZ_1;KIELCE;243,02
KALISZ_1;KONIN;57,44
KALISZ_1;KOSZALIN;391,17
KALISZ_1;LEGNICA;199,18
KALISZ_1;LESZNO_1;120,52
KALISZ_1;LESZNO_2;119,12
KALISZ_1;LUBIN;155,88
KALISZ_1;LUBON;144,43
KALISZ_1;LODZ_1;117,15
KALISZ_1;LODZ_2;116,32
KALISZ_1;OBORNIKI_WLKP;181,33
KALISZ_1;PABIANICE;109,37
KALISZ_1;PILA_1;251,36
KALISZ_1;PILA_2;251,94
KALISZ_1;PIOTRKOW_TRYB;140,77
KALISZ_1;POZNAN_Z;141,02
KALISZ_1;POZNAN_B;144,47
KALISZ_1;POZNAN_D;156,87
KALISZ_1;POZNAN_GL;149,51
KALISZ_1;POZNAN_GR;148,22
KALISZ_1;POZNAN_H;147,77
KALISZ_1;POZNAN_MAL;143,16
KALISZ_1;POZNAN_MAR;149,92
KALISZ_1;POZNAN_PLA;149,14
KALISZ_1;POZNAN_PLE;151,44
KALISZ_1;POZNAN_PRO;149,4
KALISZ_1;POZNAN_R;143,96
KALISZ_1;POZNAN_T;154,36
KALISZ_1;RADOM;258,01
KALISZ_1;RZESZOW_1;412,57
KALISZ_1;RZESZOW_2;420,48
KALISZ_1;SIERADZ;51,89
KALISZ_1;SUCHY_LAS;158,64
KALISZ_1;SWARZEDZ;140,01
KALISZ_1;SRODA_WLKP;85,17
KALISZ_1;TORUN_1;171,3
KALISZ_1;TORUN_2;171,95
KALISZ_1;TORUN_3;184,68
KALISZ_1;TRZCIANKA;236,67
KALISZ_1;WARSZAWA_BL;231,58
KALISZ_1;WARSZAWA_J;232,07
KALISZ_1;WARSZAWA_TARCH;241,21
KALISZ_1;WROCLAW_1;127,25
KALISZ_1;WROCLAW_2;128,12
KALISZ_1;WROCLAW_3;115,17
KALISZ_1;WROCLAW_4;128,21
KALISZ_1;WROCLAW_5;126,16
KALISZ_1;ZLOTOW;242,4
KALISZ_1;CHRZANOW;243,23
KALISZ_1;KATOWICE;210,36
KALISZ_1;BIELSKO_BIALA;264,26
KALISZ_1;GDANSK_1;342,06
KALISZ_1;GDANSK_2;332,09
KALISZ_1;GDANSK_3;338,8
KALISZ_1;STARGARD_SZCZECINSKI;386,64
KALISZ_1;SZCZECIN_1;407,32
KALISZ_1;SZCZECIN_2;403,22
KALISZ_1;SZCZECIN_3;398,29
KALISZ_1;TCZEW;311,91
KALISZ_1;GRUDZIADZ_1;233,09
KALISZ_1;GRUDZIADZ_2;231,11
KALISZ_1;WARSZAWA_STAWKI;234,25
KALISZ_1;JOZEFOSLAW;240,71
KALISZ_1;GDANSK_4;332,81
KALISZ_1;GDANSK_5;342,16
KALISZ_1;OLSZTYN;344,95
KALISZ_1;ZIELONA_GORA_1;208,67
KALISZ_1;ZIELONA_GORA_2;208,52
KALISZ_1;SLUBICE;284,14
KALISZ_1;DREZDENKO;268,38
KALISZ_1;STRZELCE_KRAJENSKIE;290,17
KALISZ_1;GORZOW_1;300,95
KALISZ_1;GORZOW_2;298,26
KALISZ_1;PNIEWY;200,32
KALISZ_1;PLOCK_1;164,18
KALISZ_1;PLOCK_2;163,54
KALISZ_1;PLOCK_3;163,54
KALISZ_1;BRWINOW;215,84
KALISZ_1;WARSZAWA_TARG;241,45
KALISZ_1;WARSZAWA_UR;239,98
KALISZ_1;TARNOWO_PODGORNE;169,46
KALISZ_1;GNIEZNO;120,32
KALISZ_1;GRUDZIADZ_3;232,02
KIELCE;DC;344,88
KIELCE;BIALYSTOK_1;376,48
KIELCE;BIALYSTOK_2;373,36
KIELCE;BYDGOSZCZ_1;360,01
KIELCE;BYDGOSZCZ_2;354,55
KIELCE;BYDGOSZCZ_3;359,26
KIELCE;GLOGOW_1;418,04
KIELCE;GLOGOW_2;416,31
KIELCE;INOWROCLAW;327,07
KIELCE;JAROCIN;298,85
KIELCE;KALISZ_1;242,81
KIELCE;KONIN;258,12
KIELCE;KOSZALIN;560,66
KIELCE;LEGNICA;401,99
KIELCE;LESZNO_1;362,45
KIELCE;LESZNO_2;361,05
KIELCE;LUBIN;380,86
KIELCE;LUBON;347,65
KIELCE;LODZ_1;151,22
KIELCE;LODZ_2;141,54
KIELCE;OBORNIKI_WLKP;384,56
KIELCE;PABIANICE;142,54
KIELCE;PILA_1;454,58
KIELCE;PILA_2;455,17
KIELCE;PIOTRKOW_TRYB;99,88
KIELCE;POZNAN_Z;344,25
KIELCE;POZNAN_B;347,69
KIELCE;POZNAN_D;360,1
KIELCE;POZNAN_GL;352,73
KIELCE;POZNAN_GR;351,44
KIELCE;POZNAN_H;350,99
KIELCE;POZNAN_MAL;346,38
KIELCE;POZNAN_MAR;353,15
KIELCE;POZNAN_PLA;352,36
KIELCE;POZNAN_PLE;354,67
KIELCE;POZNAN_PRO;352,62
KIELCE;POZNAN_R;347,19
KIELCE;POZNAN_T;357,59
KIELCE;RADOM;78,51
KIELCE;RZESZOW_1;171,36
KIELCE;RZESZOW_2;179,26
KIELCE;SIERADZ;190,08
KIELCE;SUCHY_LAS;361,86
KIELCE;SWARZEDZ;343,23
KIELCE;SRODA_WLKP;324,93
KIELCE;TORUN_1;320,79
KIELCE;TORUN_2;321,44
KIELCE;TORUN_3;323,92
KIELCE;TRZCIANKA;439,9
KIELCE;WARSZAWA_BL;174,44
KIELCE;WARSZAWA_J;163,5
KIELCE;WARSZAWA_TARCH;190,94
KIELCE;WROCLAW_1;343,39
KIELCE;WROCLAW_2;339,13
KIELCE;WROCLAW_3;307,87
KIELCE;WROCLAW_4;340,44
KIELCE;WROCLAW_5;340,35
KIELCE;ZLOTOW;456,55
KIELCE;CHRZANOW;159,17
KIELCE;KATOWICE;163,8
KIELCE;BIELSKO_BIALA;212,55
KIELCE;GDANSK_1;481,3
KIELCE;GDANSK_2;471,33
KIELCE;GDANSK_3;478,04
KIELCE;STARGARD_SZCZECINSKI;601,37
KIELCE;SZCZECIN_1;610,54
KIELCE;SZCZECIN_2;606,44
KIELCE;SZCZECIN_3;601,51
KIELCE;TCZEW;451,15
KIELCE;GRUDZIADZ_1;372,33
KIELCE;GRUDZIADZ_2;370,34
KIELCE;WARSZAWA_STAWKI;181,24
KIELCE;JOZEFOSLAW;167,54
KIELCE;GDANSK_4;472,05
KIELCE;GDANSK_5;481,4
KIELCE;OLSZTYN;388,77
KIELCE;ZIELONA_GORA_1;467,16
KIELCE;ZIELONA_GORA_2;467,01
KIELCE;SLUBICE;512,14
KIELCE;DREZDENKO;471,61
KIELCE;STRZELCE_KRAJENSKIE;493,4
KIELCE;GORZOW_1;504,17
KIELCE;GORZOW_2;501,48
KIELCE;PNIEWY;403,54
KIELCE;PLOCK_1;252,75
KIELCE;PLOCK_2;253,6
KIELCE;PLOCK_3;253,6
KIELCE;BRWINOW;176,17
KIELCE;WARSZAWA_TARG;191,18
KIELCE;WARSZAWA_UR;180,03
KIELCE;TARNOWO_PODGORNE;372,68
KIELCE;GNIEZNO;323,55
KIELCE;GRUDZIADZ_3;371,26
KONIN;DC;96,29
KONIN;BIALYSTOK_1;421,91
KONIN;BIALYSTOK_2;418,79
KONIN;BYDGOSZCZ_1;117,57
KONIN;BYDGOSZCZ_2;128,28
KONIN;BYDGOSZCZ_3;120,21
KONIN;GLOGOW_1;190,44
KONIN;GLOGOW_2;193,21
KONIN;INOWROCLAW;72,92
KONIN;JAROCIN;78,13
KONIN;KALISZ_1;57,32
KONIN;KIELCE;258,82
KONIN;KOSZALIN;311,12
KONIN;LEGNICA;218,85
KONIN;LESZNO_1;169,41
KONIN;LESZNO_2;144,26
KONIN;LUBIN;201,14
KONIN;LUBON;99,07
KONIN;LODZ_1;107,77
KONIN;LODZ_2;120,07
KONIN;OBORNIKI_WLKP;135,97
KONIN;PABIANICE;130,83
KONIN;PILA_1;206
KONIN;PILA_2;206,58
KONIN;PIOTRKOW_TRYB;156,57
KONIN;POZNAN_Z;95,66
KONIN;POZNAN_B;99,11
KONIN;POZNAN_D;111,51
KONIN;POZNAN_GL;104,15
KONIN;POZNAN_GR;102,86
KONIN;POZNAN_H;102,41
KONIN;POZNAN_MAL;97,8
KONIN;POZNAN_MAR;104,56
KONIN;POZNAN_PLA;103,78
KONIN;POZNAN_PLE;106,08
KONIN;POZNAN_PRO;104,04
KONIN;POZNAN_R;98,6
KONIN;POZNAN_T;109
KONIN;RADOM;278,78
KONIN;RZESZOW_1;428,38
KONIN;RZESZOW_2;436,28
KONIN;SIERADZ;92,86
KONIN;SUCHY_LAS;113,28
KONIN;SWARZEDZ;94,65
KONIN;SRODA_WLKP;76,35
KONIN;TORUN_1;114,98
KONIN;TORUN_2;115,63
KONIN;TORUN_3;118,79
KONIN;TRZCIANKA;191,31
KONIN;WARSZAWA_BL;216,06
KONIN;WARSZAWA_J;216,55
KONIN;WARSZAWA_TARCH;225,69
KONIN;WROCLAW_1;183,9
KONIN;WROCLAW_2;184,76
KONIN;WROCLAW_3;171,82
KONIN;WROCLAW_4;184,86
KONIN;WROCLAW_5;182,81
KONIN;ZLOTOW;181,2
KONIN;CHRZANOW;331,04
KONIN;KATOWICE;286,53
KONIN;BIELSKO_BIALA;335,27
KONIN;GDANSK_1;288,86
KONIN;GDANSK_2;278,9
KONIN;GDANSK_3;285,6
KONIN;STARGARD_SZCZECINSKI;320,07
KONIN;SZCZECIN_1;361,96
KONIN;SZCZECIN_2;357,86
KONIN;SZCZECIN_3;352,93
KONIN;TCZEW;258,72
KONIN;GRUDZIADZ_1;179,9
KONIN;GRUDZIADZ_2;177,91
KONIN;WARSZAWA_STAWKI;218,72
KONIN;JOZEFOSLAW;225,19
KONIN;GDANSK_4;279,61
KONIN;GDANSK_5;288,97
KONIN;OLSZTYN;291,76
KONIN;ZIELONA_GORA_1;244,75
KONIN;ZIELONA_GORA_2;245,42
KONIN;SLUBICE;263,56
KONIN;DREZDENKO;223,02
KONIN;STRZELCE_KRAJENSKIE;244,81
KONIN;GORZOW_1;255,59
KONIN;GORZOW_2;252,9
KONIN;PNIEWY;154,96
KONIN;PLOCK_1;126,61
KONIN;PLOCK_2;125,97
KONIN;PLOCK_3;125,97
KONIN;BRWINOW;200,32
KONIN;WARSZAWA_TARG;225,93
KONIN;WARSZAWA_UR;224,45
KONIN;TARNOWO_PODGORNE;124,1
KONIN;GNIEZNO;65,74
KONIN;GRUDZIADZ_3;178,82
KOSZALIN;DC;256,24
KOSZALIN;BIALYSTOK_1;589,44
KOSZALIN;BIALYSTOK_2;586,32
KOSZALIN;BYDGOSZCZ_1;197,38
KOSZALIN;BYDGOSZCZ_2;204,69
KOSZALIN;BYDGOSZCZ_3;199,14
KOSZALIN;GLOGOW_1;340,91
KOSZALIN;GLOGOW_2;343,68
KOSZALIN;INOWROCLAW;239,2
KOSZALIN;JAROCIN;317,05
KOSZALIN;KALISZ_1;390,76
KOSZALIN;KIELCE;559,65
KOSZALIN;KONIN;311,42
KOSZALIN;LEGNICA;439,83
KOSZALIN;LESZNO_1;324,81
KOSZALIN;LESZNO_2;327,17
KOSZALIN;LUBIN;414,5
KOSZALIN;LUBON;248,79
KOSZALIN;LODZ_1;414,36
KOSZALIN;LODZ_2;423,57
KOSZALIN;OBORNIKI_WLKP;212,3
KOSZALIN;PABIANICE;434,33
KOSZALIN;PILA_1;139,52
KOSZALIN;PILA_2;139,85
KOSZALIN;PIOTRKOW_TRYB;457,4
KOSZALIN;POZNAN_Z;246,58
KOSZALIN;POZNAN_B;244,24
KOSZALIN;POZNAN_D;236,18
KOSZALIN;POZNAN_GL;243,37
KOSZALIN;POZNAN_GR;240,31
KOSZALIN;POZNAN_H;244,72
KOSZALIN;POZNAN_MAL;244,85
KOSZALIN;POZNAN_MAR;242,08
KOSZALIN;POZNAN_PLA;238,56
KOSZALIN;POZNAN_PLE;248,37
KOSZALIN;POZNAN_PRO;244,88
KOSZALIN;POZNAN_R;247,37
KOSZALIN;POZNAN_T;241,41
KOSZALIN;RADOM;559,98
KOSZALIN;RZESZOW_1;747,68
KOSZALIN;RZESZOW_2;755,58
KOSZALIN;SIERADZ;430,28
KOSZALIN;SUCHY_LAS;232,97
KOSZALIN;SWARZEDZ;250,7
KOSZALIN;SRODA_WLKP;276,96
KOSZALIN;TORUN_1;237,91
KOSZALIN;TORUN_2;232,68
KOSZALIN;TORUN_3;238,92
KOSZALIN;TRZCIANKA;156,06
KOSZALIN;WARSZAWA_BL;444,05
KOSZALIN;WARSZAWA_J;478,1
KOSZALIN;WARSZAWA_TARCH;434,08
KOSZALIN;WROCLAW_1;426,68
KOSZALIN;WROCLAW_2;427,55
KOSZALIN;WROCLAW_3;425,02
KOSZALIN;WROCLAW_4;427,64
KOSZALIN;WROCLAW_5;425,59
